Cset,Phase,ConclusionRaw,Difficulty,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
QQ5421,Primary (Baseline),ID,Easy,Match,QQ5421,QQ,1,1,1,A,A,A:A,P,P,PP,20190320C_3,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ5473,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5473,QQ,3,3,3,A,A,A:A,P,P,PP,20190621A_3,,,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5488,Primary (Baseline),Excl,VEasy,NonMatch,QQ5488,QQ,3,3,3,A,A,A:A,P,G,PG,20190621U_1,,,"Diff Model, JHP",9ML,9ML
QQ5542,Primary (Baseline),Excl,Norm,NonMatch,QQ5542,QQ,2,3,4,A,B,A:B,P,G,PG,20190501H_0,,,"Same Model, Diff Sess, JHP",038,038
QQ5702,Primary (Baseline),ID,Norm,Match,QQ5702,QQ,3,3,3,B,B,B:B,G,G,GG,20190412H_3,20.0,38.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ5781,Primary (Baseline),Excl,Diff,NonMatch,QQ5781,QQ,3,3,3,B,A,A:B,G,G,GG,20190404D_1,,,"Diff Model, JHP",9ML,9ML
QQ5930,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5930,QQ,3,3,3,A,B,A:B,P,G,PG,20190507E_2,30.0,48.0,"Same Model, Diff Sess, FMJ",040,040
QQ6006,Primary (Baseline),LeanID,Diff,Match,QQ6006,QQ,1,1,1,B,A,A:B,G,P,PG,20190416C_3,40.0,58.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6042,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6042,QQ,3,3,3,B,B,B:B,G,G,GG,20190415O_3,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6168,Primary (Baseline),Excl,VEasy,NonMatch,QQ6168,QQ,3,3,3,A,A,A:A,P,P,PP,20190117C_1,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ6224,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6224,QQ,3,3,3,A,A,A:A,P,P,PP,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ6285,Primary (Baseline),Excl,VEasy,NonMatch,QQ6285,QQ,3,3,3,A,A,A:A,P,P,PP,20190507L_2,,,"Diff Caliber, FMJ",038,040
QQ6508,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6508,QQ,3,3,3,A,B,A:B,P,G,PG,20190618G_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6708,Primary (Baseline),LeanID,Norm,Match,QQ6708,QQ,3,3,3,A,A,A:A,G,G,GG,20190507H_0,,,"Same Model, Diff Sess, JHP",040,040
QQ6895,Primary (Baseline),ID,Norm,Match,QQ6895,QQ,3,3,3,A,B,A:B,P,G,PG,20190404A_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ6899,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6899,QQ,3,3,3,A,B,A:B,P,G,PG,20190508A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6927,Primary (Baseline),ID,Diff,Match,QQ6927,QQ,3,3,4,A,A,A:A,P,P,PP,20190507F_1,,,"Same Model, Diff Sess, JHP",040,040
QQ7008,Primary (Baseline),Excl,VEasy,NonMatch,QQ7008,QQ,2,3,3,A,A,A:A,P,P,PP,20190508F_2,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ7010,Primary (Baseline),LeanID,Norm,Match,QQ7010,QQ,3,3,3,A,A,A:A,P,P,PP,20190501I_4,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
QQ7144,Primary (Baseline),ID,Norm,Match,QQ7144,QQ,3,3,3,B,B,B:B,G,G,GG,20190412B_1,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ7189,Primary (Baseline),Excl,VEasy,NonMatch,QQ7189,QQ,3,3,3,B,B,B:B,G,G,GG,20190507C_0,,,"Diff Caliber, JHP",9ML,040
QQ7199,Primary (Baseline),Excl,VEasy,NonMatch,QQ7199,QQ,3,3,3,A,B,A:B,P,G,PG,20190507O_4,,,"Diff Make, FMJ-JHP",9ML,9ML
QQ7261,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7261,QQ,2,3,4,B,B,B:B,G,G,GG,20190415M_1,,,"Diff Model, FMJ",038,038
QQ7291,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ7291,QQ,3,3,3,B,B,B:B,G,G,GG,20190404D_0,10.0,28.0,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7577,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ7577,QQ,3,3,3,A,A,A:A,P,P,PP,20190501D_1,120.0,138.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ7666,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ7666,QQ,3,3,3,A,B,A:B,P,G,PG,20190508G_0,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ7741,Primary (Baseline),Excl,Easy,NonMatch,QQ7741,QQ,2,3,3,A,A,A:A,P,P,PP,20190222C_4,,,"Diff Make, FMJ",9ML,9ML
QQ8126,Primary (Baseline),Insuff,Norm,Inconclusive,QQ8126,QQ,3,3,3,A,A,A:A,P,P,PP,20190501O_4,,,"Same Model, Diff Sess, JHP",040,040
QQ8331,Primary (Baseline),Excl,Norm,NonMatch,QQ8331,QQ,3,3,3,B,B,B:B,G,G,GG,20190618O_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ8513,Primary (Baseline),Excl,Norm,NonMatch,QQ8513,QQ,3,3,4,A,B,A:B,P,G,PG,20190501D_4,90.0,108.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ8609,Primary (Baseline),ID,Norm,Match,QQ8609,QQ,3,3,3,A,A,A:A,P,P,PP,20190507F_3,0.0,18.0,"Same Model, Same Sess, JHP",040,040
QQ8732,Primary (Baseline),Excl,Norm,NonMatch,QQ8732,QQ,2,3,3,A,B,A:B,P,G,PG,20190618G_1,,,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5028,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5028,QQ,3,3,3,A,C,A:C,P,G,PG,20190415R_2,20.0,38.0,"Same Model, Diff Sess, FMJ",038,038
QQ5041,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5041,QQ,2,2,2,A,A,A:A,P,G,PG,20190412K_3,,,"Diff Model, FMJ-JHP",038,038
QQ5334,Primary (Baseline),NoValue,na,Inconclusive,QQ5334,QQ,3,3,3,A,B,A:B,P,G,PG,20190621B_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5679,Primary (Baseline),Excl,VEasy,NonMatch,QQ5679,QQ,3,3,3,A,A,A:A,P,P,PP,20190507P_3,,,"Diff Model, JHP-FMJ",9ML,9ML
QQ5778,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5778,QQ,2,2,2,A,A,A:A,P,P,PP,20190507I_1,,,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ5790,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5790,QQ,3,3,3,C,C,C:C,G,G,GG,20190415M_3,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ5840,Primary (Baseline),Excl,Easy,NonMatch,QQ5840,QQ,3,3,3,B,B,B:B,G,G,GG,20190618A_3,,,"Diff Caliber, JHP-FMJ",038,9ML
QQ5890,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5890,QQ,3,3,3,B,B,B:B,G,G,GG,20190501C_2,,,"Diff Model, JHP",038,038
QQ5973,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ5973,QQ,3,3,4,B,B,B:B,G,G,GG,20190621W_4,60.0,78.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ6015,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6015,QQ,3,3,3,A,A,A:A,P,P,PP,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
QQ6175,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ6175,QQ,3,3,3,A,B,A:B,P,G,PG,20190416C_4,,,"Diff Make, FMJ-JHP",038,038
QQ6328,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6328,QQ,3,3,3,A,B,A:B,P,G,PG,20190416I_1,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6508,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6508,QQ,3,3,3,A,B,A:B,P,G,PG,20190618G_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6570,Primary (Baseline),LeanID,Diff,Match,QQ6570,QQ,3,3,3,A,B,A:B,P,G,PG,20190415G_4,,,"Same Model, Diff Sess, FMJ",038,038
QQ6770,Primary (Baseline),NoValue,na,Inconclusive,QQ6770,QQ,2,2,2,C,C,C:C,G,G,GG,20190618S_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6891,Primary (Baseline),Excl,VEasy,NonMatch,QQ6891,QQ,3,3,3,A,A,A:A,P,P,PP,20190412J_3,,,"Diff Caliber, FMJ",9ML,038
QQ6946,Primary (Baseline),LeanExcl,Easy,NonMatch,QQ6946,QQ,3,3,3,A,A,A:A,P,P,PP,20190117B_2,,,"Diff Make, JHP",9ML,9ML
QQ7010,Primary (Baseline),ID,Diff,Match,QQ7010,QQ,3,3,3,A,A,A:A,P,P,PP,20190501I_4,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
QQ7200,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ7200,QQ,3,3,3,A,A,A:A,P,P,PP,20190412U_4,,,"Diff Make, FMJ-JHP",038,038
QQ7243,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7243,QQ,3,3,4,B,B,B:B,G,G,GG,20190507K_1,50.0,68.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ7267,Primary (Baseline),Excl,VEasy,NonMatch,QQ7267,QQ,2,2,2,A,B,A:B,P,G,PG,20190508C_3,,,"Diff Model, JHP",9ML,9ML
QQ7316,Primary (Baseline),ID,Easy,Match,QQ7316,QQ,3,3,3,C,C,C:C,G,G,GG,20190415J_1,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
QQ7363,Primary (Baseline),ID,Norm,Match,QQ7363,QQ,3,3,3,A,B,A:B,P,G,PG,20190415M_4,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ7450,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ7450,QQ,3,3,3,B,B,B:B,G,G,GG,20190416F_2,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7499,Primary (Baseline),ID,Easy,Match,QQ7499,QQ,3,3,3,A,A,A:A,P,P,PP,20190404C_1,20.0,38.0,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7792,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7792,QQ,3,3,3,B,B,B:B,G,G,GG,20190501C_4,,,"Diff Model, FMJ-JHP",038,038
QQ7801,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ7801,QQ,3,3,3,A,A,A:A,P,G,PG,20190501L_0,,,"Same Model, Diff Sess, JHP",040,040
QQ8034,Primary (Baseline),LeanID,Diff,Match,QQ8034,QQ,3,3,3,A,A,A:A,P,P,PP,20190621B_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ8040,Primary (Baseline),Insuff,Norm,Inconclusive,QQ8040,QQ,3,3,3,A,A,A:A,P,P,PP,20190415O_3,,,"Diff Model, JHP",038,038
QQ8141,Primary (Baseline),NoValue,na,Inconclusive,QQ8141,QQ,3,3,3,B,B,B:B,P,P,PP,20190501Q_3,,,"Same Model, Diff Sess, FMJ",040,040
QQ8234,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8234,QQ,2,2,2,B,B,B:B,G,G,GG,20190415M_2,,,"Diff Make, FMJ",038,038
QQ8331,Primary (Baseline),LeanExcl,Easy,NonMatch,QQ8331,QQ,3,3,3,B,B,B:B,G,G,GG,20190618O_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ8498,Primary (Baseline),LeanExcl,Easy,NonMatch,QQ8498,QQ,3,3,3,B,A,A:B,G,P,PG,20190412U_3,,,"Diff Make, JHP",038,038
QQ8513,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ8513,QQ,3,3,4,A,B,A:B,P,G,PG,20190501D_4,90.0,108.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ8609,Primary (Baseline),ID,Easy,Match,QQ8609,QQ,3,3,3,A,A,A:A,P,P,PP,20190507F_3,0.0,18.0,"Same Model, Same Sess, JHP",040,040
QQ5046,Primary (Baseline),Excl,VEasy,NonMatch,QQ5046,QQ,2,3,3,A,B,A:B,P,G,PG,20190320F_2,,,"Diff Make, JHP",9ML,9ML
QQ5410,Primary (Baseline),ID,Diff,Match,QQ5410,QQ,3,3,3,B,B,B:B,G,G,GG,20190621D_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ5442,Primary (Baseline),ID,Easy,Match,QQ5442,QQ,3,3,3,A,A,A:A,P,P,PP,20190501Q_0,20.0,38.0,"Same Model, Diff Sess, FMJ",040,040
QQ5675,Primary (Baseline),ID,Diff,Match,QQ5675,QQ,3,3,3,B,B,B:B,G,G,GG,20190412A_1,90.0,108.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ6303,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6303,QQ,3,3,3,A,C,A:C,P,G,PG,20190415H_1,,,"Same Model, Diff Sess, FMJ",038,038
QQ6305,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6305,QQ,3,3,3,A,A,A:A,P,P,PP,20190415P_2,,,"Same Model, Diff Sess, FMJ",038,038
QQ7030,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7030,QQ,2,3,3,B,B,B:B,G,G,GG,20190501C_4,,,"Diff Model, FMJ-JHP",038,038
QQ7055,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7055,QQ,2,3,3,A,A,A:A,P,P,PP,20190621I_3,,,"Diff Model, JHP",9ML,9ML
QQ7622,Primary (Baseline),Excl,VEasy,NonMatch,QQ7622,QQ,3,3,3,A,A,A:A,P,P,PP,20190618R_2,,,"Diff Caliber, JHP",038,9ML
QQ7649,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7649,QQ,2,3,3,A,A,A:A,P,P,PP,20190507E_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ7781,Primary (Baseline),Excl,VEasy,NonMatch,QQ7781,QQ,3,3,3,A,B,A:B,P,G,PG,20190320D_4,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ7898,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7898,QQ,2,3,3,B,B,B:B,G,G,GG,20190416E_0,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ8064,Primary (Baseline),Insuff,Norm,Inconclusive,QQ8064,QQ,3,3,3,A,B,A:B,P,G,PG,20190618C_2,30.0,48.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ8164,Primary (Baseline),Insuff,Norm,Inconclusive,QQ8164,QQ,3,3,3,C,C,C:C,G,G,GG,20190621P_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ8546,Primary (Baseline),ID,Easy,Match,QQ8546,QQ,3,3,3,A,A,A:A,P,P,PP,20190117B_4,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ5062,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5062,QQ,3,3,3,B,B,B:B,G,G,GG,20190415R_0,,,"Diff Make, FMJ",038,038
QQ5103,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ5103,QQ,3,3,3,A,B,A:B,P,G,PG,20190320F_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5129,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ5129,QQ,3,3,3,B,B,B:B,G,G,GG,20190501H_3,,,"Diff Model, JHP",038,038
QQ5169,Primary (Baseline),LeanExcl,Easy,NonMatch,QQ5169,QQ,3,3,3,A,B,A:B,P,G,PG,20190404E_0,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ5235,Primary (Baseline),Excl,VEasy,NonMatch,QQ5235,QQ,3,3,3,B,A,A:B,G,P,PG,20190507B_3,,,"Diff Make, JHP",040,040
QQ5351,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5351,QQ,3,3,3,B,B,B:B,G,G,GG,20190618P_2,,,"Diff Model, JHP-FMJ",9ML,9ML
QQ5432,Supplemental,LeanExcl,Norm,NonMatch,QQ5432,QQ,3,3,4,B,B,B:B,G,G,GG,20190320F_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5473,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5473,QQ,3,3,3,A,A,A:A,P,P,PP,20190621A_3,,,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5480,Primary (2nd assignments),ID,Diff,Match,QQ5480,QQ,3,5,5,A,B,A:B,P,G,PG,20190621W_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ5480,Primary (Baseline),ID,Norm,Match,QQ5480,QQ,3,5,5,A,B,A:B,P,G,PG,20190621W_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ5488,Primary (Baseline),Excl,VEasy,NonMatch,QQ5488,QQ,3,3,3,A,A,A:A,P,G,PG,20190621U_1,,,"Diff Model, JHP",9ML,9ML
QQ5542,Supplemental,Insuff,Norm,Inconclusive,QQ5542,QQ,2,3,4,A,B,A:B,P,G,PG,20190501H_0,,,"Same Model, Diff Sess, JHP",038,038
QQ5552,Primary (2nd assignments),Insuff,Norm,Inconclusive,QQ5552,QQ,3,5,5,A,A,A:A,P,P,PP,20190412L_4,,,"Same Model, Diff Sess, JHP",038,038
QQ5552,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5552,QQ,3,5,5,A,A,A:A,P,P,PP,20190412L_4,,,"Same Model, Diff Sess, JHP",038,038
QQ5564,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5564,QQ,1,1,1,B,B,B:B,G,G,GG,20190412S_0,,,"Same Model, Diff Sess, FMJ",038,038
QQ5790,Primary (Baseline),ID,Diff,Match,QQ5790,QQ,3,3,3,C,C,C:C,G,G,GG,20190415M_3,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ5791,Supplemental,Insuff,VDiff,Inconclusive,QQ5791,QQ,2,2,3,A,A,A:A,P,P,PP,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ5806,Supplemental,LeanID,Diff,Match,QQ5806,QQ,3,3,4,A,B,A:B,G,G,GG,20190404B_0,60.0,78.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5965,Supplemental,Insuff,VDiff,Inconclusive,QQ5965,QQ,2,2,3,A,A,A:A,P,P,PP,20190416F_3,,,"Same Model, Diff Sess, JHP",038,038
QQ5973,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ5973,QQ,3,3,4,B,B,B:B,G,G,GG,20190621W_4,60.0,78.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ6015,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6015,QQ,3,3,3,A,A,A:A,P,P,PP,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
QQ6016,Primary (Baseline),Excl,VEasy,NonMatch,QQ6016,QQ,3,3,3,A,A,A:A,P,P,PP,20190618F_4,,,"Diff Model, JHP",9ML,9ML
QQ6060,Primary (Baseline),ID,Easy,Match,QQ6060,QQ,3,3,3,A,B,A:B,P,G,PG,20190415B_1,10.0,28.0,"Same Model, Same Sess, JHP",038,038
QQ6065,Primary (Baseline),ID,Easy,Match,QQ6065,QQ,1,1,1,A,A,A:A,P,P,PP,20190117B_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ6175,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6175,QQ,3,3,3,A,B,A:B,P,G,PG,20190416C_4,,,"Diff Make, FMJ-JHP",038,038
QQ6239,Primary (2nd assignments),Insuff,Norm,Inconclusive,QQ6239,QQ,3,5,5,B,B,B:B,G,G,GG,20190415D_3,,,"Same Model, Diff Sess, FMJ",038,038
QQ6239,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6239,QQ,3,5,5,B,B,B:B,G,G,GG,20190415D_3,,,"Same Model, Diff Sess, FMJ",038,038
QQ6334,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ6334,QQ,3,3,3,B,B,B:B,G,G,GG,20190501D_3,,,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ6392,Primary (Baseline),Excl,VEasy,NonMatch,QQ6392,QQ,1,1,1,A,B,A:B,P,G,PG,20190320C_4,,,"Diff Caliber, JHP",038,9ML
QQ6415,Primary (Baseline),LeanExcl,Easy,NonMatch,QQ6415,QQ,3,3,3,A,C,A:C,P,G,PG,20190501N_2,,,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ6474,Primary (Baseline),Excl,VEasy,NonMatch,QQ6474,QQ,3,3,3,A,A,A:A,P,P,PP,20190222C_4,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ6490,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6490,QQ,3,3,3,A,A,A:A,P,P,PP,20190415J_4,,,"Diff Make, JHP",038,038
QQ6508,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ6508,QQ,3,3,3,A,B,A:B,P,G,PG,20190618G_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6527,Supplemental,Insuff,VDiff,Inconclusive,QQ6527,QQ,2,2,3,B,B,B:B,G,G,GG,20190415E_4,80.0,98.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6686,Primary (2nd assignments),ID,Norm,Match,QQ6686,QQ,3,5,5,A,A,A:A,P,P,PP,20190501N_1,30.0,48.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ6686,Primary (Baseline),ID,Norm,Match,QQ6686,QQ,3,5,5,A,A,A:A,P,P,PP,20190501N_1,30.0,48.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ6700,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6700,QQ,3,3,3,A,A,A:A,P,P,PP,20190621I_4,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ6708,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6708,QQ,3,3,3,A,A,A:A,G,G,GG,20190507H_0,,,"Same Model, Diff Sess, JHP",040,040
QQ6832,Primary (2nd assignments),Insuff,VDiff,Inconclusive,QQ6832,QQ,3,5,5,B,B,B:B,G,G,GG,20190507H_1,40.0,58.0,"Same Model, Diff Sess, JHP",040,040
QQ6832,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ6832,QQ,3,5,5,B,B,B:B,G,G,GG,20190507H_1,40.0,58.0,"Same Model, Diff Sess, JHP",040,040
QQ6860,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6860,QQ,2,2,2,A,B,A:B,P,G,PG,20190501Q_4,80.0,98.0,"Same Model, Diff Sess, FMJ",040,040
QQ6891,Primary (Baseline),Excl,VEasy,NonMatch,QQ6891,QQ,3,3,3,A,A,A:A,P,P,PP,20190412J_3,,,"Diff Caliber, FMJ",9ML,038
QQ6926,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6926,QQ,3,3,3,A,B,A:B,P,G,PG,20190320D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ7010,Primary (Baseline),ID,VDiff,Match,QQ7010,QQ,3,3,3,A,A,A:A,P,P,PP,20190501I_4,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
QQ7261,Supplemental,Insuff,Diff,Inconclusive,QQ7261,QQ,2,3,4,B,B,B:B,G,G,GG,20190415M_1,,,"Diff Model, FMJ",038,038
QQ7343,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ7343,QQ,3,3,3,A,A,A:A,P,P,PP,20190501Q_0,,,"Same Model, Diff Sess, FMJ",040,040
QQ7484,Supplemental,Excl,Norm,NonMatch,QQ7484,QQ,1,1,4,A,B,A:B,P,G,PG,20190618L_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7547,Primary (Baseline),ID,VEasy,Match,QQ7547,QQ,2,2,2,B,B,B:B,G,G,GG,20190412H_3,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ7565,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7565,QQ,2,2,2,B,B,B:B,G,G,GG,20190618F_4,70.0,88.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ7658,Primary (Baseline),ID,Norm,Match,QQ7658,QQ,3,3,3,A,A,A:A,P,P,PP,20190621S_1,30.0,48.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ7728,Supplemental,Insuff,VDiff,Inconclusive,QQ7728,QQ,1,1,4,A,A,A:A,P,P,PP,20190618P_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ7816,Primary (Baseline),Excl,VEasy,NonMatch,QQ7816,QQ,2,2,2,A,B,A:B,P,G,PG,20190618O_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7884,Primary (Baseline),Excl,VEasy,NonMatch,QQ7884,QQ,1,1,1,B,B,B:B,G,G,GG,20190507F_0,,,"Diff Make, FMJ-JHP",040,040
QQ8172,Supplemental,Insuff,VDiff,Inconclusive,QQ8172,QQ,3,3,4,B,A,A:B,G,P,PG,20190412D_3,70.0,88.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ8241,Primary (Baseline),Excl,VEasy,NonMatch,QQ8241,QQ,3,3,3,B,B,B:B,G,G,GG,20190415Q_3,,,"Diff Caliber, FMJ",9ML,038
QQ8331,Primary (Baseline),Excl,Easy,NonMatch,QQ8331,QQ,3,3,3,B,B,B:B,G,G,GG,20190618O_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ8356,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8356,QQ,2,2,2,A,A,A:A,P,P,PP,20190416F_3,,,"Same Model, Diff Sess, JHP",038,038
QQ8513,Primary (Baseline),LeanID,VDiff,Match,QQ8513,QQ,3,3,4,A,B,A:B,P,G,PG,20190501D_4,90.0,108.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ8609,Primary (Baseline),ID,Easy,Match,QQ8609,QQ,3,3,3,A,A,A:A,P,P,PP,20190507F_3,0.0,18.0,"Same Model, Same Sess, JHP",040,040
QQ8831,Primary (Baseline),Insuff,Norm,Inconclusive,QQ8831,QQ,1,1,1,B,A,A:B,G,P,PG,20190501P_4,60.0,78.0,"Same Model, Diff Sess, JHP-FMJ",040,040
QQ5103,Primary (Baseline),LeanID,Norm,Match,QQ5103,QQ,3,3,3,A,B,A:B,P,G,PG,20190320F_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5129,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5129,QQ,3,3,3,B,B,B:B,G,G,GG,20190501H_3,,,"Diff Model, JHP",038,038
QQ5276,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ5276,QQ,3,4,4,B,B,B:B,G,G,GG,20190415E_0,,,"Same Model, Diff Sess, JHP",038,038
QQ5435,Primary (Baseline),ID,Norm,Match,QQ5435,QQ,3,4,4,A,A,A:A,P,P,PP,20190501K_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
